"eventId","subEventName","playerId","positions.y","positions.x","positions.y.1","positions.x.1","matchId","eventName","teamId","matchPeriod","eventSec","subEventId","id","goal","league","teamId.opp"
10,"Shot",7888,48,80,100,100,2499729,"Shot",1644,"1H",1942.174765,100,180123921,0,"England",1659
10,"Shot",377071,65,86,100,100,2499729,"Shot",1644,"1H",2274.345101,100,180122877,0,"England",1659
10,"Shot",10663,62,95,100,100,2499729,"Shot",1644,"1H",2821.725425,100,180122980,0,"England",1659
10,"Shot",9277,57,92,0,0,2499729,"Shot",1659,"2H",88.305699,100,180123577,0,"England",1644
10,"Shot",32968,31,94,100,100,2499729,"Shot",1644,"2H",194.968439,100,180123022,0,"England",1659
10,"Shot",7888,33,86,100,100,2499729,"Shot",1644,"2H",715.457387,100,180123178,0,"England",1659
10,"Shot",7888,73,83,100,100,2499729,"Shot",1644,"2H",741.921311,100,180123187,0,"England",1659
10,"Shot",7888,68,76,100,100,2499729,"Shot",1644,"2H",1023.596403,100,180123222,0,"England",1659
10,"Shot",377071,68,90,100,100,2499729,"Shot",1644,"2H",1348.393074,100,180123310,0,"England",1659
10,"Shot",377071,61,86,100,100,2499729,"Shot",1644,"2H",1496.444631,100,180123333,0,"England",1659
10,"Shot",377071,55,87,100,100,2499729,"Shot",1644,"2H",1498.163826,100,180123334,0,"England",1659
